Serie,Date,Day,Month,Year,Site,Management,Transect,Quadrats,Place_in_transect ,Depth,Group,Species,Presence,Abundance,Holdfast,Stipes,TL,Frondosity,Obs,Sampler,Anotate,Entered by
3878,24-04-21,24,4,2021,Punta El Yeso,TURF,6,4,70,7,Macroalga ,Lessonia trabeculata,1,1,14,3,90,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Rodrigo Mu–oz
3879,24-04-21,24,4,2021,Punta El Yeso,TURF,6,5,80,7,Macroalga ,Lessonia trabeculata,1,1,6,4,35,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Rodrigo Mu–oz
3880,24-04-21,24,4,2021,Punta El Yeso,TURF,6,5,80,7,Macroalga ,Lessonia trabeculata,1,1,10,3,40,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Rodrigo Mu–oz
3881,24-04-21,24,4,2021,Punta El Yeso,TURF,6,5,80,7,Macroalga ,Lessonia trabeculata,1,1,36,18,114,3,ALGA MEDIDA FUERA DEL CUADRANTE,Juan Pablo Si–uela,Juan Pablo Si–uela,Rodrigo Mu–oz
3882,24-04-21,24,4,2021,Punta El Yeso,TURF,6,6,90,7.2,Macroalga ,Lessonia trabeculata,1,1,9,1,95,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Rodrigo Mu–oz
3883,24-04-21,24,4,2021,Punta El Yeso,TURF,6,6,90,7.2,Macroalga ,Lessonia trabeculata,1,1,2,1,12,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Rodrigo Mu–oz
3884,24-04-21,24,4,2021,Punta El Yeso,TURF,6,6,90,7.2,Macroalga ,Lessonia trabeculata,1,1,2,1,26,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Rodrigo Mu–oz
3885,24-04-21,24,4,2021,Punta El Yeso,TURF,6,6,90,7.2,Macroalga ,Lessonia trabeculata,1,1,0.2,1,1,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Rodrigo Mu–oz
3886,24-04-21,24,4,2021,Punta El Yeso,TURF,6,7,10,7.1,Macroalga ,Lessonia trabeculata,1,1,14,1,52,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Rodrigo Mu–oz
3887,24-04-21,24,4,2021,Punta El Yeso,TURF,6,7,10,7.1,Macroalga ,Lessonia trabeculata,1,1,8,1,7,1,,Juan Pablo Si–uela,Juan Pablo Si–uela,Rodrigo Mu–oz
3888,24-04-21,24,4,2021,Punta El Yeso,TURF,6,7,10,7.1,Macroalga ,Lessonia trabeculata,1,1,6,1,30,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Rodrigo Mu–oz
3889,24-04-21,24,4,2021,Punta El Yeso,TURF,6,7,10,7.1,Macroalga ,Lessonia trabeculata,1,1,16,5,5,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Rodrigo Mu–oz
3890,12-02-2021,2,12,2021,Quintay A,TURF,1,1,0,13.1,Macroalga ,Lessonia trabeculata,1,1,32,4,212,3,,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3891,12-02-2021,2,12,2021,Quintay A,TURF,1,1,0,13.1,Animal,Tetrapygus niger,NaN,1,NaN,NaN,NaN,NaN,NaN,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3892,12-02-2021,2,12,2021,Quintay A,TURF,1,1,0,13.1,Animal,Taliepus sp,NaN,1,NaN,NaN,NaN,NaN,NaN,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3893,12-02-2021,2,12,2021,Quintay A,TURF,1,1,0,13.1,Animal,Tegula sp,NaN,1,NaN,NaN,NaN,NaN,NaN,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3894,12-02-2021,2,12,2021,Quintay A,TURF,1,1,0,13.1,Macroalga ,Lessonia trabeculata,1,1,47,17,230,3,,Gabriela Winkler,Gabriela Winkler,Gabriela Winkler
3895,12-02-2021,2,12,2021,Quintay A,TURF,1,1,0,13.1,Macroalga ,Lessonia trabeculata,1,1,47,21,220,3,,Gabriela Winkler,Gabriela Winkler,Gabriela Winkler
3896,12-02-2021,2,12,2021,Quintay A,TURF,1,2,10,12.3,Macroalga ,Lessonia trabeculata,1,1,63,48,180,3,,Gabriela Winkler,Gabriela Winkler,Gabriela Winkler
3897,12-02-2021,2,12,2021,Quintay A,TURF,1,2,10,12.6,Animal,Taliepus sp,NaN,1,NaN,NaN,NaN,NaN,NaN,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3898,12-02-2021,2,12,2021,Quintay A,TURF,1,3,20,13,Macroalga,Lessonia trabeculata,1,1,31,7,195,3,No hab’an invertebrados herb’vors,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3899,12-02-2021,2,12,2021,Quintay A,TURF,1,3,20,12.8,Macroalga,Lessonia trabeculata,1,1,55,26,180,3,,gabriela Winkler,gabriela Winkler,gabriela Winkler
3900,12-02-2021,2,12,2021,Quintay A,TURF,1,4,35,13.5,Macroalga,Lessonia trabeculata,1,1,27,5,183,2,se corrio 5 metros hacia adelante,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3901,12-02-2021,2,12,2021,Quintay A,TURF,1,4,35,13.5,Animal,Taliepus sp,NaN,1,NaN,NaN,NaN,NaN,se corrio 5 metros hacia adelante,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3902,12-02-2021,2,12,2021,Quintay A,TURF,1,4,35,13.7,Macroalga,Lessonia trabeculata,1,1,34,14,180,3,se corrio 5 metros hacia adelante,gabriela Winkler,gabriela Winkler,gabriela Winkler
3903,12-02-2021,2,12,2021,Quintay A,TURF,1,5,50,12.7,Macroalga,Lessonia trabeculata,1,1,30,13,140,3,,gabriela Winkler,gabriela Winkler,gabriela Winkler
3904,12-02-2021,2,12,2021,Quintay A,TURF,1,5,50,12.6,Macroalga,Lessonia trabeculata,1,1,55,18,180,2,,gabriela Winkler,gabriela Winkler,gabriela Winkler
3905,12-02-2021,2,12,2021,Quintay A,TURF,1,6,60,12.5,Macroalga,Lessonia trabeculata,1,1,41,11,150,3,,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3906,12-02-2021,2,12,2021,Quintay A,TURF,1,6,60,12.5,Animal,Tetrapygus niger,NaN,1,NaN,NaN,NaN,NaN,NaN,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3907,12-02-2021,2,12,2021,Quintay A,TURF,1,7,70,11.4,Macroalga,Lessonia trabeculata,1,1,34,9,217,3,,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3908,12-02-2021,2,12,2021,Quintay A,TURF,1,7,70,11.4,Macroalga,Lessonia trabeculata,1,1,38,8,157,3,,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3909,12-02-2021,2,12,2021,Quintay A,TURF,1,7,70,12,Macroalga,Lessonia trabeculata,1,1,55,18,210,3,,gabriela Winkler,gabriela Winkler,gabriela Winkler
3910,12-02-2021,2,12,2021,Quintay A,TURF,1,7,70,12,Macroalga,Lessonia trabeculata,1,1,55,18,200,3,,gabriela Winkler,gabriela Winkler,gabriela Winkler
3911,12-02-2021,2,12,2021,Quintay A,TURF,1,7,70,12,Macroalga,Lessonia trabeculata,1,1,40,7,190,3,,gabriela Winkler,gabriela Winkler,gabriela Winkler
3912,12-02-2021,2,12,2021,Quintay A,TURF,1,8,80,11,Macroalga,Lessonia trabeculata,1,1,40,14,186,3,,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3913,12-02-2021,2,12,2021,Quintay A,TURF,1,8,80,11,Animal,Tegula sp,NaN,1,NaN,NaN,NaN,NaN,NaN,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3914,12-02-2021,2,12,2021,Quintay A,TURF,1,8,80,11,Animal,Tetrapygus niger,NaN,1,NaN,NaN,NaN,NaN,NaN,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3915,12-02-2021,2,12,2021,Quintay A,TURF,1,8,80,11.3,Macroalga,Lessonia trabeculata,1,1,25,4,200,3,,gabriela Winkler,gabriela Winkler,gabriela Winkler
3916,12-02-2021,2,12,2021,Quintay A,TURF,1,9,90,11.1,Macroalga,Lessonia trabeculata,1,1,55,18,200,3,,gabriela Winkler,gabriela Winkler,gabriela Winkler
3917,12-02-2021,2,12,2021,Quintay A,TURF,1,9,90,10.5,Macroalga,Lessonia trabeculata,1,1,25,10,172,3,,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3918,12-02-2021,2,12,2021,Quintay A,TURF,1,9,90,10.5,Animal,Tegula sp,NaN,1,NaN,NaN,NaN,NaN,NaN,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3919,12-02-2021,2,12,2021,Quintay A,TURF,1,9,90,10.5,Animal,Tetrapygus niger,NaN,1,NaN,NaN,NaN,NaN,NaN,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez,Juan Carlos Gonz‡lez
3920,12-02-2021,2,12,2021,Quintay A,TURF,5,1,0,17.6,Macroalga,Lessonia trabeculata,1,1,36,14,148,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3921,12-02-2021,2,12,2021,Quintay A,TURF,5,2,10,15.3,Animal,Tetrapygus niger,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3922,12-02-2021,2,12,2021,Quintay A,TURF,5,2,10,15.3,Macroalga,Lessonia trabeculata,1,1,48,25,200,2,Coalescente,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3923,12-02-2021,2,12,2021,Quintay A,TURF,5,3,20,15.5,Macroalga,Lessonia trabeculata,1,1,24,4,220,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3924,12-02-2021,2,12,2021,Quintay A,TURF,5,3,20,15.5,Macroalga,Lessonia trabeculata,1,1,25,4,190,1,Skeleton ,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3925,12-02-2021,2,12,2021,Quintay A,TURF,5,4,35,14,Macroalga,Lessonia trabeculata,1,1,22,11,71,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3926,12-02-2021,2,12,2021,Quintay A,TURF,5,4,35,14,Macroalga,Lessonia trabeculata,1,1,29,5,148,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3927,12-02-2021,2,12,2021,Quintay A,TURF,5,5,40,15.4,Macroalga,Lessonia trabeculata,1,1,20,2,184,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3928,12-02-2021,2,12,2021,Quintay A,TURF,5,5,40,15.4,Macroalga,Lessonia trabeculata,1,1,29,3,205,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3929,12-02-2021,2,12,2021,Quintay A,TURF,5,5,40,15.4,Animal,Tegula quadricostata,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3930,12-02-2021,2,12,2021,Quintay A,TURF,5,6,50,10.9,Macroalga,Lessonia trabeculata,1,1,27,3,185,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3931,12-02-2021,2,12,2021,Quintay A,TURF,5,6,50,10.9,Macroalga,Lessonia trabeculata,1,1,19,2,200,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3932,12-02-2021,2,12,2021,Quintay A,TURF,5,6,50,10.9,Macroalga,Lessonia trabeculata,1,1,37,12,230,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3933,12-02-2021,2,12,2021,Quintay A,TURF,5,7,80,9.3,Macroalga,Lessonia trabeculata,1,1,43,3,180,3,,Catalina Ruz,Juan Pablo Si–uela,Juan Pablo Si–uela
3934,12-02-2021,2,12,2021,Quintay A,TURF,5,7,80,9.3,Macroalga,Lessonia trabeculata,1,1,17,4,240,3,,Catalina Ruz,Juan Pablo Si–uela,Juan Pablo Si–uela
3935,12-02-2021,2,12,2021,Quintay A,TURF,5,7,80,9.3,Macroalga,Lessonia trabeculata,1,1,40,12,258,3,,Catalina Ruz,Juan Pablo Si–uela,Juan Pablo Si–uela
3936,12-02-2021,2,12,2021,Quintay A,TURF,5,8,90,10.9,Macroalga,Lessonia trabeculata,1,1,25,4,65,3,,Catalina Ruz,Juan Pablo Si–uela,Juan Pablo Si–uela
3937,12-02-2021,2,12,2021,Quintay A,TURF,5,8,90,10.9,Macroalga,Lessonia trabeculata,1,1,35,12,180,3,,Catalina Ruz,Juan Pablo Si–uela,Juan Pablo Si–uela
3938,12-02-2021,2,12,2021,Quintay A,TURF,5,8,90,10.9,Macroalga,Lessonia trabeculata,1,1,28,1,125,3,,Catalina Ruz,Juan Pablo Si–uela,Juan Pablo Si–uela
3939,12-02-2021,2,12,2021,Quintay A,TURF,5,8,90,10.9,Animal,Fissurella sp,NaN,1,NaN,NaN,NaN,NaN,,Catalina Ruz,Juan Pablo Si–uela,Juan Pablo Si–uela
3940,12-02-2021,2,12,2021,Quintay A,TURF,7,1,5,20.2,Macroalga,Lessonia trabeculata,1,1,28,5,159,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3941,12-02-2021,2,12,2021,Quintay A,TURF,7,1,5,20.2,Macroalga,Lessonia trabeculata,1,1,33,8,132,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3942,12-02-2021,2,12,2021,Quintay A,TURF,7,2,10,20.6,Macroalga,Lessonia trabeculata,1,1,30,7,182,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3943,12-02-2021,2,12,2021,Quintay A,TURF,7,2,10,20.6,Macroalga,Lessonia trabeculata,1,1,34,8,163,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3944,12-02-2021,2,12,2021,Quintay A,TURF,7,2,10,20.6,Macroalga,Lessonia trabeculata,1,1,32,3,129,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3945,12-02-2021,2,12,2021,Quintay A,TURF,7,3,20,19.3,Macroalga,Lessonia trabeculata,1,1,32,4,154,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3946,12-02-2021,2,12,2021,Quintay A,TURF,7,3,20,19.3,Macroalga,Lessonia trabeculata,1,1,26,7,146,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3947,12-02-2021,2,12,2021,Quintay A,TURF,7,3,20,19.3,Macroalga,Lessonia trabeculata,1,1,32,5,220,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3948,12-02-2021,2,12,2021,Quintay A,TURF,7,3,20,19.3,Animal,Tegula quadricostata,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3949,12-02-2021,2,12,2021,Quintay A,TURF,7,3,20,19.3,Animal,Tegula tridentata,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3950,12-02-2021,2,12,2021,Quintay A,TURF,7,4,30,18.7,Macroalga,Lessonia trabeculata,1,1,23,5,170,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3951,12-02-2021,2,12,2021,Quintay A,TURF,7,4,30,18.7,Macroalga,Lessonia trabeculata,1,1,53,9,230,2,Coalescente,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3952,12-02-2021,2,12,2021,Quintay A,TURF,7,4,30,18.7,Animal,Tegula quadricostata,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3953,12-02-2021,2,12,2021,Quintay A,TURF,7,5,40,17.4,Macroalga,Lessonia trabeculata,1,1,38,3,110,1,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3954,12-02-2021,2,12,2021,Quintay A,TURF,7,5,40,17.4,Animal,Tegula tridentata,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3955,12-02-2021,2,12,2021,Quintay A,TURF,7,6,50,13.3,Macroalga,Lessonia trabeculata,1,1,20,3,206,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3956,12-02-2021,2,12,2021,Quintay A,TURF,7,6,50,13.3,Macroalga,Lessonia trabeculata,1,1,24,3,190,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3957,12-02-2021,2,12,2021,Quintay A,TURF,7,6,50,13.3,Macroalga,Lessonia trabeculata,1,1,24,3,225,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3958,12-02-2021,2,12,2021,Quintay A,TURF,7,6,50,13.3,Animal,Tegula quadricostata,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3959,12-02-2021,2,12,2021,Quintay A,TURF,7,6,50,13.3,Animal,Tegula atra,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3960,12-02-2021,2,12,2021,Quintay A,TURF,7,7,70,11,Macroalga,Lessonia trabeculata,1,1,28,1,260,3,,Catalina Ruz,Juan Pablo Si–uela,Juan Pablo Si–uela
3961,12-02-2021,2,12,2021,Quintay A,TURF,7,7,70,11,Macroalga,Lessonia trabeculata,1,1,34,2,260,3,,Catalina Ruz,Juan Pablo Si–uela,Juan Pablo Si–uela
3962,12-02-2021,2,12,2021,Quintay A,TURF,7,7,70,11,Macroalga,Lessonia trabeculata,1,1,18,17,100,3,,Catalina Ruz,Juan Pablo Si–uela,Juan Pablo Si–uela
3963,12-02-2021,2,12,2021,Quintay A,TURF,7,7,70,11,Macroalga,Lessonia trabeculata,1,1,55,9,240,3,,Catalina Ruz,Juan Pablo Si–uela,Juan Pablo Si–uela
3964,12-02-2021,2,12,2021,Quintay A,TURF,7,7,70,11,Animal,Tetrapygus niger,NaN,1,NaN,NaN,NaN,NaN,,Catalina Ruz,Juan Pablo Si–uela,Juan Pablo Si–uela
3965,12-02-2021,2,12,2021,Quintay A,TURF,7,7,70,11,Animal,Tegula sp ,NaN,1,NaN,NaN,NaN,NaN,,Catalina Ruz,Juan Pablo Si–uela,Juan Pablo Si–uela
3966,08-12-2021,8,12,2021,Quintay B,TURF,1,1,10,18.7,Macroalga,Lessonia trabeculata,1,1,25,6,275,2,,Juan Pablo Si–uela,Tomas Walker ,Tomas Walker 
3967,08-12-2021,8,12,2021,Quintay B,TURF,1,1,10,18.7,Animal,Tetrapygus niger,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3968,08-12-2021,8,12,2021,Quintay B,TURF,1,1,10,18.7,Animal,Taliepus marginatus ,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3969,08-12-2021,8,12,2021,Quintay B,TURF,1,2,30,17.6,Macroalga,Lessonia trabeculata,1,1,31,8,188,3,,Juan Pablo Si–uela,Tomas Walker ,Tomas Walker 
3970,08-12-2021,8,12,2021,Quintay B,TURF,1,2,30,17.6,Animal,Tetrapygus niger,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3971,08-12-2021,8,12,2021,Quintay B,TURF,1,3,40,16.7,Macroalga,Lessonia trabeculata,1,1,30,7,261,3,,Tomas Walker,Tomas Walker ,Tomas Walker 
3972,08-12-2021,8,12,2021,Quintay B,TURF,1,3,40,16.7,Macroalga,Lessonia trabeculata,1,1,15,3,200,1,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3973,08-12-2021,8,12,2021,Quintay B,TURF,1,3,40,16.7,Macroalga,Lessonia trabeculata,1,1,29,8,260,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3974,08-12-2021,8,12,2021,Quintay B,TURF,1,3,40,16.7,Animal,Tetrapygus niger,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3975,08-12-2021,8,12,2021,Quintay B,TURF,1,3,40,16.7,Animal,Tegula atra,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3976,08-12-2021,8,12,2021,Quintay B,TURF,1,4,50,15.4,Macroalga,Lessonia trabeculata,1,1,37,6,282,3,,Tomas Walker,Tomas Walker ,Tomas Walker 
3977,08-12-2021,8,12,2021,Quintay B,TURF,1,4,50,15.4,Macroalga,Lessonia trabeculata,1,1,36,7,320,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3978,08-12-2021,8,12,2021,Quintay B,TURF,1,4,50,15.4,Macroalga,Lessonia trabeculata,1,1,36,9,321,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3979,08-12-2021,8,12,2021,Quintay B,TURF,1,4,50,15.4,Animal,Tetrapygus niger,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3980,08-12-2021,8,12,2021,Quintay B,TURF,1,4,50,15.4,Animal,Tegula atra,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3981,08-12-2021,8,12,2021,Quintay B,TURF,1,4,50,15.4,Animal,Tegula quadricostata,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3982,08-12-2021,8,12,2021,Quintay B,TURF,1,5,60,14.6,Macroalga,Lessonia trabeculata,1,1,35,11,241,3,,Tomas Walker,Tomas Walker ,Tomas Walker 
3983,08-12-2021,8,12,2021,Quintay B,TURF,1,5,60,14.6,Macroalga,Lessonia trabeculata,1,1,40,11,270,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3984,08-12-2021,8,12,2021,Quintay B,TURF,1,5,60,14.6,Animal,Tegula atra,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3985,08-12-2021,8,12,2021,Quintay B,TURF,1,5,60,14.6,Animal,Tetrapygus niger,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3986,08-12-2021,8,12,2021,Quintay B,TURF,1,6,80,13.5,Macroalga,Lessonia trabeculata,1,1,30,1,273,2,,Tomas Walker,Tomas Walker ,Tomas Walker 
3987,08-12-2021,8,12,2021,Quintay B,TURF,1,6,80,13.5,Macroalga,Lessonia trabeculata,1,1,60,9,295,3,Coalescente ,Tomas Walker,Tomas Walker ,Tomas Walker 
3988,08-12-2021,8,12,2021,Quintay B,TURF,1,6,80,13.5,Macroalga,Lessonia trabeculata,1,1,26,4,310,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3989,08-12-2021,8,12,2021,Quintay B,TURF,1,6,80,13.5,Animal,Tetrapygus niger,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3990,08-12-2021,8,12,2021,Quintay B,TURF,1,6,80,13.5,Animal,Taliepus marginatus ,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3991,08-12-2021,8,12,2021,Quintay B,TURF,1,6,80,13.5,Animal,Tegula atra,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3992,08-12-2021,8,12,2021,Quintay B,TURF,1,7,90,13.6,Macroalga,Lessonia trabeculata,1,1,19,1,241,2,,Tomas Walker,Tomas Walker ,Tomas Walker 
3993,08-12-2021,8,12,2021,Quintay B,TURF,1,7,90,13.6,Macroalga,Lessonia trabeculata,1,1,37,8,266,3,,Tomas Walker,Tomas Walker ,Tomas Walker 
3994,08-12-2021,8,12,2021,Quintay B,TURF,1,7,90,13.6,Macroalga,Lessonia trabeculata,1,1,33,2,270,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3995,08-12-2021,8,12,2021,Quintay B,TURF,1,7,90,13.6,Macroalga,Lessonia trabeculata,1,1,23,5,287,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3996,08-12-2021,8,12,2021,Quintay B,TURF,1,7,90,13.6,Animal,Tetrapygus niger,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3997,08-12-2021,8,12,2021,Quintay B,TURF,1,7,90,13.6,Animal,Tegula tridentata,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
3998,08-12-2021,8,12,2021,Quintay B,TURF,3,1,0,10.2,Macroalga,Lessonia trabeculata,1,1,20,2,182,3,,Tomas Walker,Tomas Walker ,Tomas Walker 
3999,08-12-2021,8,12,2021,Quintay B,TURF,3,1,0,10.2,Macroalga,Lessonia trabeculata,1,1,19,1,156,3,,Tomas Walker,Tomas Walker ,Tomas Walker 
4000,08-12-2021,8,12,2021,Quintay B,TURF,3,1,0,10.2,Macroalga,Lessonia trabeculata,1,1,26,6,137,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
4001,08-12-2021,8,12,2021,Quintay B,TURF,3,1,0,10.2,Macroalga,Lessonia trabeculata,1,1,35,7,205,3,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
4002,08-12-2021,8,12,2021,Quintay B,TURF,3,1,0,10.2,Animal,Tegula tridentata,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
4003,08-12-2021,8,12,2021,Quintay B,TURF,3,2,10,9.7,Macroalga,Lessonia trabeculata,1,1,18,2,155,1,,Tomas Walker,Tomas Walker ,Tomas Walker 
4004,08-12-2021,8,12,2021,Quintay B,TURF,3,2,10,9.7,Macroalga,Lessonia trabeculata,1,1,15,1,115,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
4005,08-12-2021,8,12,2021,Quintay B,TURF,3,2,10,9.7,Macroalga,Lessonia trabeculata,1,1,40,4,200,2,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
4006,08-12-2021,8,12,2021,Quintay B,TURF,3,2,10,9.7,Animal,Tegula tridentata,NaN,1,NaN,NaN,NaN,NaN,,Juan Pablo Si–uela,Juan Pablo Si–uela,Juan Pablo Si–uela
